codigo;nome do produto;sexo;tamanho;cor;imagem;quantidade;valor de custo;perc lucro;valor de venda
506;Conjunto Corrida Blusa e Short;Masculino;3 Anos;Preto;WhatsApp Image 2021-11-20 at 16.08.48.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recN2qaLWuS9P0X7E/fldknrxBWGyUjOsAV/attlTVv2fvY7vN0rh);1;R$22.55;75%;R$39.90
507;Conjunto Corrida Blusa e Short;Masculino;3 Anos;Branco;WhatsApp Image 2021-11-20 at 16.08.48.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec8qmpkSL7VgANtH/fldknrxBWGyUjOsAV/attlTVv2fvY7vN0rh);1;R$22.55;75%;R$39.90
509;"Conjunto Blusa e Short Coqueiro";Masculino;2 Anos;;WhatsApp Image 2021-10-03 at 23.24.19 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recT6GBOtpkObhoBw/fldknrxBWGyUjOsAV/attKl1DaTdAh3KgEZ);1;R$22.55;75%;R$39.90
527;Bermuda Tactel ;Masculino;2 Anos;VERMELHO;WhatsApp Image 2021-10-02 at 23.23.35 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recq6JJfz20jV10pT/fldknrxBWGyUjOsAV/attzB8SkoF7QgJhrx);1;R$13.48;75%;R$24.90
529;Conjunto Body Longo + Calça Unicórnio;Feminino;P - Bebê;Cinza;20210905_222156.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recRWCmQJ376EGttk/fldknrxBWGyUjOsAV/att5C4oIqlefA1IJK);1;R$22.55;75%;R$39.90
530;Conjunto Body Longo + Calça Unicórnio;Feminino;M - Bebê;Cinza;20210905_222156.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recVJyM7S70Zod9wQ/fldknrxBWGyUjOsAV/att5C4oIqlefA1IJK);1;R$22.55;75%;R$39.90
531;Conjunto Body Longo + Calça Unicórnio;Feminino;G - Bebê;Cinza;20210905_222156.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recJkK5ryCwSvtKcg/fldknrxBWGyUjOsAV/att5C4oIqlefA1IJK);1;R$22.55;75%;R$39.90
532;Conjunto Body Longo + Calça Unicórnio;Feminino;XG - Bebê;Cinza;20210905_222156.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec5g2sOQYy56IM51/fldknrxBWGyUjOsAV/att5C4oIqlefA1IJK);1;R$22.55;75%;R$39.90
533;Macacão Longo Zebra Com Pés;Feminino;P - Bebê;Cinza;20210905_221945.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recZIHDURCY2J01xp/fldknrxBWGyUjOsAV/attCtgjH8j3Gp4ry7), 20210905_221857.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recZIHDURCY2J01xp/fldknrxBWGyUjOsAV/att1BiEs163Ao9Ikw);1;R$25.95;75%;R$45.90
534;Macacão Longo Zebra Com Pés;Feminino;M - Bebê;Cinza;20210905_221945.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recpug5rLY5NfxpQG/fldknrxBWGyUjOsAV/attCtgjH8j3Gp4ry7), 20210905_221857.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recpug5rLY5NfxpQG/fldknrxBWGyUjOsAV/att1BiEs163Ao9Ikw);1;R$25.95;75%;R$45.90
535;Macacão Longo Zebra Com Pés;Feminino;G - Bebê;Cinza;20210905_221945.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recBEtvASPqxnGulR/fldknrxBWGyUjOsAV/attCtgjH8j3Gp4ry7), 20210905_221857.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recBEtvASPqxnGulR/fldknrxBWGyUjOsAV/att1BiEs163Ao9Ikw);1;R$25.95;75%;R$45.90
536;Macacão Longo Zebra Com Pés;Feminino;XG - Bebê;Cinza;20210905_221945.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recWSCINg724yULyM/fldknrxBWGyUjOsAV/attCtgjH8j3Gp4ry7), 20210905_221857.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recWSCINg724yULyM/fldknrxBWGyUjOsAV/att1BiEs163Ao9Ikw);1;R$25.95;75%;R$45.90
543;Vestido Corações;Feminino;1 Ano;Azul Marinho;WhatsApp Image 2021-10-03 at 23.24.19 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reccZDhISWXp0FrQY/fldknrxBWGyUjOsAV/attmGxvDMOeNLJ78Y);1;R$16.88;86%;R$31.90
544;Vestido Corações;Feminino;2 Anos;Azul Marinho;WhatsApp Image 2021-10-03 at 23.24.19 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recVk0AeYqcbir57B/fldknrxBWGyUjOsAV/attmGxvDMOeNLJ78Y);1;R$16.88;86%;R$31.90
545;Vestido Corações;Feminino;3 Anos;Azul Marinho;WhatsApp Image 2021-10-03 at 23.24.19 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec2Kinzgf5rtpqBO/fldknrxBWGyUjOsAV/attmGxvDMOeNLJ78Y);1;R$16.88;86%;R$31.90
549;Legging estampada;Feminino;1 Ano;;20220429_134823.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reci2MScftmao27Tm/fldknrxBWGyUjOsAV/attyLwQuD55GxDAgp);1;R$13.48;75%;R$24.90
550;Legging estampada;Feminino;2 Anos;verde;20220429_134823.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec2CCR07rxsFjoVx/fldknrxBWGyUjOsAV/attiAVToE0vDr87Yi), 20220429_134914.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec2CCR07rxsFjoVx/fldknrxBWGyUjOsAV/attxWvcDj8x49kxzO);1;R$13.48;75%;R$24.90
553;"Vestido cinza com cinto frases";Feminino;6 anos;Cinza;20220429_131314.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reckzMVvxKAZk7m5a/fldknrxBWGyUjOsAV/attFOrL8G9dg5Hpfa), 20220429_131300.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reckzMVvxKAZk7m5a/fldknrxBWGyUjOsAV/attdw93exUWiFOmG4), 20220429_131254.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reckzMVvxKAZk7m5a/fldknrxBWGyUjOsAV/att6x2ZjBNehP3kFG), 20220429_131303.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reckzMVvxKAZk7m5a/fldknrxBWGyUjOsAV/attVvVxAcUULaUCj9);1;R$22.95;72%;R$39.90
556;"Macacão Curto Pato";Feminino;G - Bebê;Branco;20210905_181049.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recxH7Ipjv41OEEWn/fldknrxBWGyUjOsAV/attUWfw4ANUUwKHE5);1;R$22.95;72%;R$39.90
557;"Macacão Curto Pato";Feminino;XG - Bebê;Branco;20210905_181049.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec8YNYWFHJl3ziMw/fldknrxBWGyUjOsAV/attUWfw4ANUUwKHE5);1;R$22.95;72%;R$39.90
558;"Macacão Curto Gato";Feminino;P - Bebê;Rosa;20210905_181025.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recr7csZMem38uFpR/fldknrxBWGyUjOsAV/atti4XRuhS1VA8jSH);1;R$22.95;72%;R$39.90
559;"Macacão Curto Gato";Feminino;G - Bebê;Rosa;20210905_181025.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec6sGzJdS4AvZiqE/fldknrxBWGyUjOsAV/atti4XRuhS1VA8jSH);1;R$22.95;72%;R$39.90
561;Conjunto Blusa e Short Draw Desenho;Feminino;4 anos;;;1;R$18.02;97%;R$35.90
562;Conjunto Blusa e Short Draw Desenho;Feminino;6 anos;;;1;R$18.02;97%;R$35.90
563;Conjunto Blusa e Short Draw Desenho;Feminino;8 anos;;;1;R$18.02;97%;R$35.90
570;Camiseta Lisa Básica;Masculino;4 anos;Branco;20211122_155845.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recmYTCVnA5RbxCGB/fldknrxBWGyUjOsAV/attcMmX52Y3dGnyXk), 20211122_160139.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recmYTCVnA5RbxCGB/fldknrxBWGyUjOsAV/att58DWKs3xqLdaG9);1;R$12.35;75%;R$22.90
573;Camiseta Lisa Básica;Masculino;8 anos;VERMELHO;20211122_155845.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recmtdlXSj5adaa9t/fldknrxBWGyUjOsAV/attcMmX52Y3dGnyXk), 20211122_160139.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recmtdlXSj5adaa9t/fldknrxBWGyUjOsAV/att58DWKs3xqLdaG9);1;R$12.35;75%;R$22.90
576;"Conjunto Body Longo + Calça Dino";Masculino;G - Bebê;;WhatsApp Image 2021-10-03 at 23.24.19 (4).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/receXhvWblpoyHnzA/fldknrxBWGyUjOsAV/attH78MHpN2duLT4l);1;R$25.84;75%;R$45.90
577;Conjunto Body Longo + Calça Ancora;Masculino;G - Bebê;;;1;R$25.84;75%;R$45.90
578;Conjunto Body Longo + Calça Florzinha ;Feminino;P - Bebê;Rosa;20210905_231634.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reccbGS6672WK0X5h/fldknrxBWGyUjOsAV/attmCnMuI9MKmNktQ);1;R$25.84;75%;R$45.90
579;Conjunto Body Longo + Calça Florzinha ;Feminino;M - Bebê;Rosa;20210905_231634.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recpsz4VtQ7mgaxZP/fldknrxBWGyUjOsAV/attmCnMuI9MKmNktQ);1;R$25.84;75%;R$45.90
580;Conjunto Body Longo + Calça Florzinha ;Feminino;G - Bebê;Rosa;20210905_231634.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rechqtu8yfrLS0j3C/fldknrxBWGyUjOsAV/attmCnMuI9MKmNktQ);1;R$25.84;75%;R$45.90
581;Blusa Básica Malha offwhite;Feminino;1 Ano;Off White;20211122_155147.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec0ENYemRogrKVHK/fldknrxBWGyUjOsAV/attQGDokMPxg8hdtv);1;R$10.08;110%;R$21.90
584;Blusa Básica Malha offwhite;Feminino;4 anos;Off White;20211122_155147.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recJxEo24BRNZ3lMS/fldknrxBWGyUjOsAV/attQGDokMPxg8hdtv);1;R$12.35;90%;R$23.90
585;Blusa Básica Malha offwhite;Feminino;6 anos;Off White;20211122_155147.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recSL30OZTAUj1BT6/fldknrxBWGyUjOsAV/attQGDokMPxg8hdtv);1;R$12.35;90%;R$23.90
586;Blusa Básica Malha offwhite;Feminino;8 anos;Off White;20211122_155147.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recTIAA0KUikK5Enb/fldknrxBWGyUjOsAV/attQGDokMPxg8hdtv);1;R$12.35;90%;R$23.90
589;Kit Camiseta Bordada 3 unidades kikarinho;Masculino;P - Bebê;Sortido;WhatsApp Image 2021-10-02 at 17.06.32 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rect918VCyEreUdE5/fldknrxBWGyUjOsAV/att6iOUnby93TapyH);3;R$23.18;75%;R$41.90
590;Kit Camiseta Bordada 3 unidades kikarinho;Masculino;M - Bebê;Sortido;WhatsApp Image 2021-10-02 at 17.06.32 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recfTEZ2sBqQd1Mwo/fldknrxBWGyUjOsAV/att6iOUnby93TapyH);3;R$23.18;75%;R$41.90
591;Kit Camiseta Bordada 3 unidades kikarinho;Masculino;G - Bebê;Sortido;WhatsApp Image 2021-10-02 at 17.06.32 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recwXWZzQ1ZEZTlg1/fldknrxBWGyUjOsAV/att6iOUnby93TapyH);3;R$23.18;75%;R$41.90
595;"Kit Tapa Fralda 3 unidades";Masculino;P - Bebê;Sortido;WhatsApp Image 2021-10-03 at 23.24.19 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec2pM2TSuHBXUJy0/fldknrxBWGyUjOsAV/attroxClDWB9cyqlP);2;R$23.18;75%;R$41.90
596;"Kit Tapa Fralda 3 unidades";Masculino;M - Bebê;Sortido;WhatsApp Image 2021-10-03 at 23.24.19 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recTs3qlA5Hy41rtQ/fldknrxBWGyUjOsAV/attroxClDWB9cyqlP);4;R$23.18;75%;R$41.90
597;"Kit Tapa Fralda 3 unidades";Masculino;G - Bebê;Sortido;WhatsApp Image 2021-10-03 at 23.24.19 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recpplIZSTumtjUnp/fldknrxBWGyUjOsAV/attroxClDWB9cyqlP);3;R$23.18;75%;R$41.90
598;Kit Camiseta Bordada 3 unidades;Feminino;P - Bebê;Sortido;WhatsApp Image 2021-10-02 at 17.06.31.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recGrWbBddWsJcLtK/fldknrxBWGyUjOsAV/attpfnkSArJjoCZJs);3;R$22.16;75%;R$39.90
599;Kit Camiseta Bordada 3 unidades;Feminino;M - Bebê;Sortido;WhatsApp Image 2021-10-02 at 17.06.31.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recYovQXNO0HYMz9O/fldknrxBWGyUjOsAV/attpfnkSArJjoCZJs);2;R$23.18;75%;R$41.90
600;Kit Camiseta Bordada 3 unidades;Feminino;G - Bebê;Sortido;WhatsApp Image 2021-10-02 at 17.06.31.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recQ5dgmWudjOnzBz/fldknrxBWGyUjOsAV/attpfnkSArJjoCZJs);3;R$23.18;75%;R$41.90
601;Kit Mijão Liso 3 unidades;Feminino;P - Bebê;Sortido;WhatsApp Image 2021-10-03 at 23.24.19.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recQ6oW6P07kagGvz/fldknrxBWGyUjOsAV/attdhBXBwwNNwOvx9);1;R$19.07;75%;R$33.90
602;Kit Mijão Liso 3 unidades;Feminino;M - Bebê;Sortido;WhatsApp Image 2021-10-03 at 23.24.19.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recoJYte49EDGBy3M/fldknrxBWGyUjOsAV/attdhBXBwwNNwOvx9);1;R$19.07;75%;R$33.90
603;Kit Mijão Liso 3 unidades;Feminino;G - Bebê;Sortido;WhatsApp Image 2021-10-03 at 23.24.19.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recgtW8bkuHuKouyF/fldknrxBWGyUjOsAV/attdhBXBwwNNwOvx9);1;R$19.07;75%;R$33.90
604;"Kit Tapa Fralda 3 unidades";Feminino;P - Bebê;Sortido;WhatsApp Image 2021-10-02 at 17.09.30.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recwnDarpbX0GuH3K/fldknrxBWGyUjOsAV/atthVUhBnwSl4la94);3;R$22.15;75%;R$39.90
605;"Kit Tapa Fralda 3 unidades";Feminino;G - Bebê;Sortido;WhatsApp Image 2021-10-02 at 17.09.30 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recNbcXPTbkh3tZBZ/fldknrxBWGyUjOsAV/attQf1s6TN7HoBIDN);2;R$23.18;75%;R$41.90
607;"Kit Saída Maternidade 3 peças";Masculino;RN - Recém Nascido;Azul;WhatsApp Image 2021-10-02 at 17.06.32.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec28SUQabF3dKn86/fldknrxBWGyUjOsAV/attTVXqP78LhQTxjF);1;R$73.93;75%;R$129.90
608;Vestido + Bolero ;Feminino;18 meses;Vinho;WhatsApp Image 2021-11-10 at 19_42_10 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recZMeOS8kwgeiCou/fldknrxBWGyUjOsAV/attuqITtvCWsSgxSe), WhatsApp Image 2021-11-10 at 19_42_10.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recZMeOS8kwgeiCou/fldknrxBWGyUjOsAV/attNdhb52eH5FkEJO), WhatsApp Image 2021-11-10 at 19_42_12 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recZMeOS8kwgeiCou/fldknrxBWGyUjOsAV/attAFqZI4CKTgcl6z);1;R$121.16;48%;R$179.90
609;Vestido + Bolero ;Feminino;24 meses;Vinho;WhatsApp Image 2021-11-10 at 19_42_10 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recmdAd8wYuUifSo2/fldknrxBWGyUjOsAV/attuqITtvCWsSgxSe), WhatsApp Image 2021-11-10 at 19_42_10.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recmdAd8wYuUifSo2/fldknrxBWGyUjOsAV/attNdhb52eH5FkEJO), WhatsApp Image 2021-11-10 at 19_42_12 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recmdAd8wYuUifSo2/fldknrxBWGyUjOsAV/attAFqZI4CKTgcl6z);1;R$121.16;48%;R$179.90
611;Macacão curto capuz dino;Masculino;12 meses;Cinza;WhatsApp Image 2021-11-10 at 19_42_11 (4).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recRIbvikuT5fqjMj/fldknrxBWGyUjOsAV/attUEydRWLHXRLsgt), WhatsApp Image 2021-11-10 at 19_42_09.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recRIbvikuT5fqjMj/fldknrxBWGyUjOsAV/attKLaeiyyJy9Xwzt);1;R$72.45;50%;R$109.90
612;Macacão elfo natal;Masculino;RN - Recém Nascido;verde;WhatsApp Image 2021-11-10 at 19_42_09 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec69YoQR3J5jIEF8/fldknrxBWGyUjOsAV/att1hO3XeIF0UTN4w), WhatsApp Image 2021-11-10 at 19_42_11 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec69YoQR3J5jIEF8/fldknrxBWGyUjOsAV/attUllz2FpBnEq3HQ);1;R$72.45;50%;R$109.90
613;Romper Trator;Masculino;6 meses;Amarelo;WhatsApp Image 2021-11-10 at 19_42_08 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec0ZkjxBn61jQlqA/fldknrxBWGyUjOsAV/atteJramoJbF7BjUi), WhatsApp Image 2021-11-10 at 19_42_57 (4).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec0ZkjxBn61jQlqA/fldknrxBWGyUjOsAV/attFpH2q2eSN8OzRB), WhatsApp Image 2021-11-10 at 19_42_12 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec0ZkjxBn61jQlqA/fldknrxBWGyUjOsAV/atts8lCJGZ7RWVAFG);1;R$58.01;50%;R$87.90
614;Romper Trator;Masculino;9 meses;Amarelo;WhatsApp Image 2021-11-10 at 19_42_08 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recWN9HQh0fMz5GGe/fldknrxBWGyUjOsAV/atteJramoJbF7BjUi), WhatsApp Image 2021-11-10 at 19_42_57 (4).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recWN9HQh0fMz5GGe/fldknrxBWGyUjOsAV/attFpH2q2eSN8OzRB), WhatsApp Image 2021-11-10 at 19_42_12 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recWN9HQh0fMz5GGe/fldknrxBWGyUjOsAV/atts8lCJGZ7RWVAFG);1;R$58.01;50%;R$87.90
616;Romper Futebol;Masculino;12 meses;Branco;WhatsApp Image 2021-11-10 at 19_42_13 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recVz7b8AggYGDWfE/fldknrxBWGyUjOsAV/attpWfWiqYVpyFNu7), WhatsApp Image 2021-11-10 at 19_42_57 (5).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recVz7b8AggYGDWfE/fldknrxBWGyUjOsAV/attH7Pkwq2S6wLDQt), WhatsApp Image 2021-11-10 at 19_42_10 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recVz7b8AggYGDWfE/fldknrxBWGyUjOsAV/atthcDbq7eNLB3AD5);1;R$48.34;50%;R$73.90
622;Romper xadrez sapinho;Feminino;18 meses;Rosa;d2415c4cfa.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recu7S5NJHUlu5fZP/fldknrxBWGyUjOsAV/attaDHsz1bncluff1);1;R$48.34;50%;R$73.90
623;Romper xadrez sapinho;Feminino;24 meses;Rosa;d2415c4cfa.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec33GVUsv60X9vB0/fldknrxBWGyUjOsAV/attaDHsz1bncluff1);1;R$48.34;50%;R$73.90
625;Romper Moranguinho;Feminino;6 meses;Azul Marinho;WhatsApp Image 2021-11-10 at 19_42_56 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec1wiBA43ekWeStb/fldknrxBWGyUjOsAV/attUwkRAGEOo8qFjZ), WhatsApp Image 2021-11-10 at 19_42_13.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec1wiBA43ekWeStb/fldknrxBWGyUjOsAV/attlD3VXtOI0tyITj), WhatsApp Image 2021-11-10 at 19_42_12.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec1wiBA43ekWeStb/fldknrxBWGyUjOsAV/attDXdu4wJraNTr3G);1;R$58.01;50%;R$87.90
629;kit macacão, body e calça panda;Masculino;3 meses;Cinza;WhatsApp Image 2021-11-10 at 19_42_09 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recthwr8bRJ1Oug3Q/fldknrxBWGyUjOsAV/attZmaivK0t3MlMj2), WhatsApp Image 2021-11-10 at 19_42_57 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recthwr8bRJ1Oug3Q/fldknrxBWGyUjOsAV/attr9SJfVbitPo9nD);1;R$111.36;50%;R$167.90
631;Romper alça sol;Feminino;6 meses;Azul;WhatsApp Image 2021-11-10 at 19_42_13 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recy5QXR8KGTj8Af0/fldknrxBWGyUjOsAV/atteEiUHSiZdgJDCB), WhatsApp Image 2021-11-10 at 19_42_11 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recy5QXR8KGTj8Af0/fldknrxBWGyUjOsAV/attzeY5iMviXHnOLT);1;R$38.56;52%;R$59.90
634;Macacão fleece coelho;Feminino;9 meses;Branco;WhatsApp Image 2021-11-10 at 19_42_11 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recdYMn4Dk2IXyeoQ/fldknrxBWGyUjOsAV/attbiB3E7hkFxnBWA), WhatsApp Image 2021-11-10 at 19_42_57 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recdYMn4Dk2IXyeoQ/fldknrxBWGyUjOsAV/atteiIEhq6NK3C2Na);1;R$77.35;50%;R$116.90
636;Romper Dino;Masculino;9 meses;Cinza;WhatsApp Image 2021-11-10 at 19_42_08.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec1oco7Ju1Z5khfd/fldknrxBWGyUjOsAV/att10a4ymIExop1AM), WhatsApp Image 2021-11-10 at 19_42_58.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec1oco7Ju1Z5khfd/fldknrxBWGyUjOsAV/attfvcuBai4VHer33);1;R$48.34;50%;R$73.90
637;Romper Dino;Masculino;12 meses;Cinza;WhatsApp Image 2021-11-10 at 19_42_08.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reczJYWTYoP5idIXt/fldknrxBWGyUjOsAV/att10a4ymIExop1AM), WhatsApp Image 2021-11-10 at 19_42_58.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reczJYWTYoP5idIXt/fldknrxBWGyUjOsAV/attfvcuBai4VHer33);1;R$48.34;50%;R$73.90
638;Romper tubarão;Masculino;18 meses;Cinza;WhatsApp Image 2021-11-10 at 19_42_56.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recXpUcOjSCkCVkQJ/fldknrxBWGyUjOsAV/attOwo7U6eRoaVQaw);1;R$53.23;49%;R$79.90
639;Conjunto UV 2 peças;Masculino;1 Ano;Estampado;WhatsApp Image 2022-03-02 at 23.36.45.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recFwFruQwLmGS1Zu/fldknrxBWGyUjOsAV/attYyQnk7OF0BpmrZ);1;R$28.02;75%;R$49.90
642;Conjunto UV 2 peças;Masculino;6 anos;Estampado;WhatsApp Image 2022-03-02 at 22.01.40 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec3ynTrf3Onppwr3/fldknrxBWGyUjOsAV/attRhhyUFnbI68If4);1;R$28.02;75%;R$49.90
645;Conjunto UV 2 peças;Feminino;4 anos;Estampado;;1;R$28.56;73%;R$49.90
649;Sunga Super Herois;Masculino;2 Anos;;;1;R$7.54;200%;R$23.90
650;Sunga Super Herois;Masculino;4 anos;;;1;R$7.54;200%;R$23.90
651;Sunga Super Herois;Masculino;6 anos;;;1;R$7.54;200%;R$23.90
652;Biquine ;Feminino;2 Anos;;;1;R$17.24;77%;R$31.90
653;Biquine ;Feminino;4 anos;;;1;R$17.24;77%;R$31.90
